,Open,High,Low,Close,Vol,RSI,Aroon_Up,Aroon_Down,ATR,iVAR,%K,Close-Open,High-Low,%D,MFI,Close-Upper,Lower-Close,MACD_Hist,PSAR_Hist,PSAR_Hist-1,MACD_Hist-1,PSAR_Hist-2,MACD_Hist-2,PSAR_Hist-3,MACD_Hist-3,PSAR_Hist-4,MACD_Hist-4,PSAR_Hist-5,MACD_Hist-5,Signal,Date
1823,35.22,35.78,35.12,35.75,573119,53.46385542168676,78.57142857142857,14.285714285714286,0.8807142857142856,0.05862912378724473,39.47368421052626,0.5300000000000011,0.6600000000000037,19.55643826547488,52.18853227070678,-1.305425234490663,-1.386425234490666,0.054951083822289304,-0.9367660991999998,-1.8575178880000038,0.010413818440171307,-2.228606400000004,0.019486204863246037,-2.12256,0.0604239864144509,-1.850999999999999,0.10608489284439915,-1.7999999999999972,0.14346395992553362,0.352673447401493,2024-01-03 00:00:00+00:00
1824,35.85,35.85,35.46,35.57,355982,49.14463452566097,85.71428571428571,21.428571428571427,0.8442857142857143,0.05654546614590899,32.70676691729318,-0.28000000000000114,0.39000000000000057,28.44611528822045,50.41600117127623,-1.4518698712396372,-1.2218698712396332,0.07447033452364793,-0.9180894892799998,-0.9367660991999998,0.054951083822289304,-1.8575178880000038,0.010413818440171307,-2.228606400000004,0.019486204863246037,-2.12256,0.0604239864144509,-1.850999999999999,0.10608489284439915,0.6268625699350743,2024-01-04 00:00:00+00:00
1825,35.6,36.97,35.54,36.85,1973798,60.24423337856173,92.85714285714286,28.571428571428573,0.8342857142857143,0.05384501685559127,80.82706766917298,1.25,1.4299999999999997,51.002506265664145,48.89931288500929,-0.3311192619251102,-2.500119261925107,0.17028960314440433,2.1499999999999986,-0.9180894892799998,0.07447033452364793,-0.9367660991999998,0.054951083822289304,-1.8575178880000038,0.010413818440171307,-2.228606400000004,0.019486204863246037,-2.12256,0.0604239864144509,0.42935133648400203,2024-01-05 00:00:00+00:00
1826,36.96,37.75,36.9,37.5,1697749,58.61581920903954,7.142857142857143,35.714285714285715,0.8092857142857142,0.049879026124862155,91.80327868852459,0.5399999999999991,0.8500000000000014,68.44570442499692,51.35105217749224,0.049292310104398496,-3.1637076898955954,0.26831598776838084,2.7545999999999964,2.1499999999999986,0.17028960314440433,-0.9180894892799998,0.07447033452364793,-0.9367660991999998,0.054951083822289304,-1.8575178880000038,0.010413818440171307,-2.228606400000004,0.019486204863246037,0.4794120349451152,2024-01-08 00:00:00+00:00
1827,37.6,37.94,37.18,37.69,1311670,53.12,7.142857142857143,42.857142857142854,0.7814285714285713,0.046210647780238374,92.28395061728394,0.0899999999999963,0.759999999999998,88.30476565832716,51.607905904423504,-0.05128025724343388,-3.4412802572434344,0.3326193731143282,2.8244159999999923,2.7545999999999964,0.26831598776838084,2.1499999999999986,0.17028960314440433,-0.9180894892799998,0.07447033452364793,-0.9367660991999998,0.054951083822289304,-1.8575178880000038,0.010413818440171307,0.7590236079745214,2024-01-09 00:00:00+00:00
1828,37.7,37.94,37.4,37.45,812515,56.752136752136806,14.285714285714286,50.0,0.7542857142857139,0.042993339379266735,84.87654320987667,-0.25,0.5399999999999991,89.65459083856173,51.98667594387579,-0.46969048990457907,-3.1436904899045857,0.3442152438448333,2.3999510399999977,2.8244159999999923,0.3326193731143282,2.7545999999999964,0.26831598776838084,2.1499999999999986,0.17028960314440433,-0.9180894892799998,0.07447033452364793,-0.9367660991999998,0.054951083822289304,0.7364414941871491,2024-01-10 00:00:00+00:00
1829,37.5,37.83,36.97,37.8,1179830,57.26351351351352,21.428571428571427,57.142857142857146,0.764285714285714,0.040867059552903595,95.679012345679,0.29999999999999716,0.8599999999999994,90.9465020576132,44.50359034417756,-0.3501405189469793,-3.4731405189469697,0.35903507630776865,2.5765539775999926,2.3999510399999977,0.3442152438448333,2.8244159999999923,0.3326193731143282,2.7545999999999964,0.26831598776838084,2.1499999999999986,0.17028960314440433,-0.9180894892799998,0.07447033452364793,0.75073118150857,2024-01-11 00:00:00+00:00
1830,37.94,38.78,37.78,38.01,1337591,70.31250000000003,7.142857142857143,64.28571428571429,0.7514285714285711,0.041379186107522815,81.12745098039207,0.07000000000000028,1.0,87.2276688453159,54.02032551865901,-0.39249397531293795,-3.70249397531294,0.36534595892104504,2.6235607389439934,2.5765539775999926,0.35903507630776865,2.3999510399999977,0.3442152438448333,2.8244159999999923,0.3326193731143282,2.7545999999999964,0.26831598776838084,2.1499999999999986,0.17028960314440433,0.7349422688842395,2024-01-12 00:00:00+00:00
1831,38.05,38.63,38.05,38.2,920466,71.15749525616704,14.285714285714286,71.42857142857143,0.7492857142857144,0.04370826457646006,85.78431372549024,0.15000000000000568,0.5800000000000054,87.5302590171871,60.61407210590601,-0.4441309127665036,-3.8481309127665,0.36388371910086736,2.542075879828481,2.6235607389439934,0.36534595892104504,2.5765539775999926,0.35903507630776865,2.3999510399999977,0.3442152438448333,2.8244159999999923,0.3326193731143282,2.7545999999999964,0.26831598776838084,0.8783153779039239,2024-01-15 00:00:00+00:00
1832,38.19,38.21,37.62,37.97,833663,73.67387033398816,21.428571428571427,78.57142857142857,0.7392857142857144,0.045697146941511196,80.14705882352935,-0.21999999999999886,0.5900000000000034,82.35294117647055,61.28169074612915,-0.8534760561428456,-3.628476056142837,0.32999330635204144,2.0623098094421977,2.542075879828481,0.36388371910086736,2.6235607389439934,0.36534595892104504,2.5765539775999926,0.35903507630776865,2.3999510399999977,0.3442152438448333,2.8244159999999923,0.3326193731143282,0.762504404400989,2024-01-16 00:00:00+00:00
