,Date,Open,High,Low,Close,Vol,Target,RSI,Aroon_Up,Aroon_Down,ATR,iVAR,%K,Close-Open,High-Low,%D,MFI,Close-Upper,Lower-Close,MACD_Hist,PSAR_Hist,PSAR_Hist-1,MACD_Hist-1,PSAR_Hist-2,MACD_Hist-2,PSAR_Hist-3,MACD_Hist-3,PSAR_Hist-4,MACD_Hist-4,PSAR_Hist-5,MACD_Hist-5,Signal
1613,230608,164.69,166.6,164.14,166.18,21594140,0,32.93338849813816,92.85714285714286,78.57142857142857,4.00928571428572,0.12039028528211561,29.848405645582904,1.490000000000009,2.460000000000008,21.920195155950555,31.136649223317505,-13.77495674261263,-10.74895674261262,0.09466285003299557,-2.6766746387366993,-4.935950694279029,-0.23092870998346626,-7.218642058998967,-0.5316537370845063,-8.770263107607576,-0.7724662615310698,-9.596807725660398,-0.9809382591963844,-11.644791006152616,-1.2046400902797498,0.7113007469689729
1614,230609,166.48,167.81,164.94,165.58,20692240,1,34.89697501096009,100.0,85.71428571428571,3.882142857142863,0.11689101834291792,26.711970726607497,-0.8999999999999773,2.8700000000000045,26.13695765812866,36.067461900243885,-13.624126058454067,-10.235126058454057,0.28262484383029074,-2.605740667637747,-2.6766746387366993,0.09466285003299557,-4.935950694279029,-0.23092870998346626,-7.218642058998967,-0.5316537370845063,-8.770263107607576,-0.7724662615310698,-9.596807725660398,-0.9809382591963844,0.8640541275639246
1615,230613,165.65,168.54,165.65,168.43,23177410,0,54.6511627906977,7.142857142857143,92.85714285714286,3.0578571428571473,0.11407555724835915,98.63692688971517,2.780000000000001,2.8899999999999864,51.7324344206352,55.785963430936164,-8.90973379887646,-12.281733798876473,0.5939967945245823,7.960000000000008,-2.605740667637747,0.28262484383029074,-2.6766746387366993,0.09466285003299557,-4.935950694279029,-0.23092870998346626,-7.218642058998967,-0.5316537370845063,-8.770263107607576,-0.7724662615310698,0.5375826426742867
1616,230614,168.64,169.38,167.01,167.88,18693460,1,64.73053892215569,7.142857142857143,100.0,2.8878571428571473,0.11138810936361564,83.16498316498317,-0.7599999999999909,2.3700000000000045,69.50462692710197,67.83407241744337,-7.8551214905996005,-11.044121490599565,0.7480631873525772,7.24860000000001,7.960000000000008,0.5939967945245823,-2.605740667637747,0.28262484383029074,-2.6766746387366993,0.09466285003299557,-4.935950694279029,-0.23092870998346626,-7.218642058998967,-0.5316537370845063,0.6473956436516533
1617,230615,168.04,172.0,166.66,171.86,45098230,0,73.8761238761239,7.142857142857143,78.57142857142857,3.0885714285714334,0.1026121568073579,98.73873873873886,3.8200000000000216,5.340000000000003,93.51354959781241,78.67272830952001,-2.8357779209821388,-14.4287779209821,1.0828461189028014,10.878656000000035,7.24860000000001,0.7480631873525772,7.960000000000008,0.5939967945245823,-2.605740667637747,0.28262484383029074,-2.6766746387366993,0.09466285003299557,-4.935950694279029,-0.23092870998346626,0.5120750625248158
1618,230616,171.85,172.46,169.22,169.87,25264320,1,63.590519415027764,7.142857142857143,85.71428571428571,3.0550000000000046,0.09600783107316704,77.59515570934254,-1.9799999999999898,3.240000000000009,86.49962587102154,78.02118960884309,-3.634734554388075,-11.786734554388062,1.1298893230548805,8.227536640000011,10.878656000000035,1.0828461189028014,7.24860000000001,0.7480631873525772,7.960000000000008,0.5939967945245823,-2.605740667637747,0.28262484383029074,-2.6766746387366993,0.09466285003299557,0.7833317411042793
1619,230619,170.26,171.5,168.3,170.19,23426210,0,67.09911779968863,14.285714285714286,92.85714285714286,2.9550000000000023,0.09207296791403484,80.36332179930787,-0.06999999999999318,3.1999999999999886,85.56573874912976,70.70999091964549,-2.293696511485848,-11.5096965114858,1.1389603151202532,7.682133708799995,8.227536640000011,1.1298893230548805,10.878656000000035,1.0828461189028014,7.24860000000001,0.7480631873525772,7.960000000000008,0.5939967945245823,-2.605740667637747,0.28262484383029074,0.48660538158884314
1620,230620,170.06,170.97,168.42,169.64,18378730,1,71.35761589403964,21.428571428571427,100.0,2.858571428571431,0.09128705827744879,75.60553633217975,-0.4200000000000159,2.5500000000000114,77.85467128027675,75.12572028781796,-2.2057789905812797,-10.60477899058128,1.065638255433017,6.335963012095988,7.682133708799995,1.1389603151202532,8.227536640000011,1.1298893230548805,10.878656000000035,1.0828461189028014,7.24860000000001,0.7480631873525772,7.960000000000008,0.5939967945245823,0.35242900813478517
1621,230621,170.17,171.78,169.16,170.2,19171590,0,70.57823129251693,28.571428571428573,92.85714285714286,2.8742857142857168,0.0901532527689374,80.10563380281675,0.030000000000001137,2.6200000000000045,78.69149731143482,81.66395869587126,-2.1575613592679304,-11.315561359267889,1.0129262923506548,6.163485971128296,6.335963012095988,1.065638255433017,7.682133708799995,1.1389603151202532,8.227536640000011,1.1298893230548805,10.878656000000035,1.0828461189028014,7.24860000000001,0.7480631873525772,0.5611540941945772
1622,230622,170.06,170.55,167.73,168.41,17226270,0,69.01330376940123,35.714285714285715,100.0,2.9350000000000045,0.08954720791581611,64.34859154929572,-1.6500000000000057,2.8200000000000216,73.35325389476408,81.84304136541411,-4.207744508518346,-9.240744508518304,0.8236154128577815,3.6996070934380327,6.163485971128296,1.0129262923506548,6.335963012095988,1.065638255433017,7.682133708799995,1.1389603151202532,8.227536640000011,1.1298893230548805,10.878656000000035,1.0828461189028014,0.7077828582015995
1623,230623,168.19,168.94,165.21,165.8,31186940,1,58.20591233435268,42.857142857142854,100.0,3.03714285714286,0.0896753721772292,38.67403314917138,-2.3899999999999864,3.7299999999999898,61.04275283376129,73.60259457734239,-6.777707324998346,-6.240707324998368,0.5044032975873091,-6.659999999999997,3.6996070934380327,0.8236154128577815,6.163485971128296,1.0129262923506548,6.335963012095988,1.065638255433017,7.682133708799995,1.1389603151202532,8.227536640000011,1.1298893230548805,0.5817171358453721
1624,230626,167.54,168.6,165.0,166.91,27621220,0,60.7662463627546,50.0,100.0,3.0800000000000023,0.08700566349335155,48.4679665738161,-0.6299999999999955,3.5999999999999943,50.49686375742775,73.50898756675927,-5.754988315357991,-7.194988315357989,0.3567573031483048,-5.405000000000001,-6.659999999999997,0.5044032975873091,3.6996070934380327,0.8236154128577815,6.163485971128296,1.0129262923506548,6.335963012095988,1.065638255433017,7.682133708799995,1.1389603151202532,0.564862775611934
1625,230627,167.44,167.45,166.0,166.45,13916850,1,58.06768023540949,57.142857142857146,100.0,3.029285714285716,0.08513800983457541,38.610827374872244,-0.9900000000000091,1.4499999999999886,41.91760903261992,69.11685761669109,-6.241900418594696,-6.476900418594653,0.22337862220809246,-5.572400000000016,-5.405000000000001,0.3567573031483048,-6.659999999999997,0.5044032975873091,3.6996070934380327,0.8236154128577815,6.163485971128296,1.0129262923506548,6.335963012095988,1.065638255433017,0.4969877814166259
1626,230628,166.7,168.64,166.05,168.05,16785860,0,58.292682926829265,64.28571428571429,100.0,2.9857142857142844,0.08305360010343965,46.995192307692484,1.3500000000000227,2.589999999999975,44.69132875212696,67.68465186936058,-4.633892088609656,-7.453892088609649,0.23688961021737576,-3.6915039999999806,-5.572400000000016,0.22337862220809246,-5.405000000000001,0.3567573031483048,-6.659999999999997,0.5044032975873091,3.6996070934380327,0.8236154128577815,6.163485971128296,1.0129262923506548,0.6707819496274805
1627,230629,168.08,169.89,167.5,167.88,18349390,0,54.44096133751302,71.42857142857143,100.0,2.9807142857142828,0.07520261816819677,39.09574468085098,-0.20000000000001705,2.3899999999999864,41.56725478780525,67.39222636089568,-4.813319968685647,-6.799319968685637,0.22826274438431315,-3.5918438399999957,-3.6915039999999806,0.23688961021737576,-5.572400000000016,0.22337862220809246,-5.405000000000001,0.3567573031483048,-6.659999999999997,0.5044032975873091,3.6996070934380327,0.8236154128577815,0.6515220239394486
1628,230630,167.2,167.7,166.3,166.86,15553610,0,53.27198364008179,78.57142857142857,35.714285714285715,2.8885714285714243,0.06890735799056998,24.93297587131383,-0.339999999999975,1.3999999999999773,37.00797095328578,61.96636779613603,-5.528926563765054,-4.943926563765075,0.15144726399427377,-4.352970086399978,-3.5918438399999957,0.22826274438431315,-3.6915039999999806,0.23688961021737576,-5.572400000000016,0.22337862220809246,-5.405000000000001,0.3567573031483048,-6.659999999999997,0.5044032975873091,0.44126053876126425
1629,230703,167.28,167.8,166.7,166.82,10659530,0,45.19402985074624,85.71428571428571,42.857142857142854,2.7557142857142845,0.06261027357876592,24.39678284182294,-0.46000000000000796,1.1000000000000227,29.475167797995933,60.39294486141297,-5.324935897303732,-4.235935897303733,0.09811540703861055,-4.144451282944004,-4.352970086399978,0.15144726399427377,-3.5918438399999957,0.22826274438431315,-3.6915039999999806,0.23688961021737576,-5.572400000000016,0.22337862220809246,-5.405000000000001,0.3567573031483048,0.2367076398802923
1630,230704,166.89,167.0,165.26,165.5,14883150,1,43.20776255707765,92.85714285714286,50.0,2.710714285714285,0.05684026870522892,6.702412868632701,-1.3899999999999864,1.740000000000009,18.677390527256502,54.93588551511852,-6.310693911011896,-2.2786939110118567,-0.019611860179459595,-5.225873231626224,-4.144451282944004,0.09811540703861055,-4.352970086399978,0.15144726399427377,-3.5918438399999957,0.22826274438431315,-3.6915039999999806,0.23688961021737576,-5.572400000000016,0.22337862220809246,0.42629053061782773
1631,230705,166.03,166.65,165.02,165.71,14556240,1,27.63636363636367,100.0,57.142857142857146,2.4457142857142844,0.05117183283725935,9.517426273458542,-0.3199999999999932,1.6299999999999955,13.538873994638076,44.274269001994256,-5.815242826132305,-1.9482428261322866,-0.07384374008343575,-4.786838302361161,-5.225873231626224,-0.019611860179459595,-4.144451282944004,0.09811540703861055,-4.352970086399978,0.15144726399427377,-3.5918438399999957,0.22826274438431315,-3.6915039999999806,0.23688961021737576,0.2979015202716755
